date,region,disease,cases
2023-03-12,Region IV-A,Dengue,113
2023-03-19,Region IV-A,Dengue,120
2023-03-26,Region IV-A,Dengue,31
2023-04-02,Region IV-A,Dengue,0
2023-04-09,Region IV-A,Dengue,78
2023-04-16,Region IV-A,Dengue,113
2023-04-23,Region IV-A,Dengue,150
2023-04-30,Region IV-A,Dengue,103
2023-05-07,Region IV-A,Dengue,71
2023-05-14,Region IV-A,Dengue,55
2023-05-21,Region IV-A,Dengue,97
2023-05-28,Region IV-A,Dengue,90
2023-06-04,Region IV-A,Dengue,68
2023-06-11,Region IV-A,Dengue,197
2023-06-18,Region IV-A,Dengue,193
2023-06-25,Region IV-A,Dengue,173
2023-07-02,Region IV-A,Dengue,98
2023-07-09,Region IV-A,Dengue,175
2023-07-16,Region IV-A,Dengue,173
2023-07-23,Region IV-A,Dengue,171
2023-07-30,Region IV-A,Dengue,210
2023-08-06,Region IV-A,Dengue,190
2023-08-13,Region IV-A,Dengue,199
2023-08-20,Region IV-A,Dengue,199
2023-08-27,Region IV-A,Dengue,191
2023-09-03,Region IV-A,Dengue,109
2023-09-10,Region IV-A,Dengue,186
2023-09-17,Region IV-A,Dengue,161
2023-09-24,Region IV-A,Dengue,133
2023-10-01,Region IV-A,Dengue,251
2023-10-08,Region IV-A,Dengue,252
2023-10-15,Region IV-A,Dengue,235
2023-10-22,Region IV-A,Dengue,188
2023-10-29,Region IV-A,Dengue,229
2023-11-05,Region IV-A,Dengue,171
2023-11-12,Region IV-A,Dengue,174
2023-11-19,Region IV-A,Dengue,117
2023-11-26,Region IV-A,Dengue,171
2023-12-03,Region IV-A,Dengue,152
2023-12-10,Region IV-A,Dengue,91
2023-12-17,Region IV-A,Dengue,134
2023-12-24,Region IV-A,Dengue,127
2023-12-31,Region IV-A,Dengue,195
